FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"120658",Camp Flat,-36.8552082480,146.8600073960,BASIC,,NONE,From Porepunkah take the Great Alpine Road turning left onto Buckland Valley Road and follow for 20Km before coming to camp flat on your left.,,Positioned in the Buckland Valley and with the Buckland River streaming through the centre of the campground you couldn't find anywhere more scenic. The campground offers room for small to medium sized groups with large grassy areas and lots of places to,BRIGHT DEPOT,Camp Flat,WC,Y,Y,,,,,,Y,Camping next to the Buckland River and in the foothills of the mountains in this beautiful spot. With large grassy campgrounds there is plenty of room to move and for the kids to run around.,"1",Y,"This site is perfect for caravans and campertrailers, please be aware that there is a river crossing to get into the second camping area.",SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122644","122645","122646",2021/09/25,-36.8552082480,146.8600073960,,,2298851-20200227
REC SITES,2021/09/25,"120717",Axe Track,-37.3106211800,146.2902582490,BASIC,,NONE,"From Jamieson take the Jamieson Licola Road for 22 KM before turning left onto Axe track, after 5KM you will reach the site.
PLease note: this is an all weather four wheel drive track.",,,MANSFIELD,Axe Track,W,,Y,,,,,,Y,"Axe track campground is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of th","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122680","122681","122682",2021/09/25,-37.3106211800,146.2902582490,,,2289820-20210412
REC SITES,2021/09/25,"120719",Gallows,-37.2880991580,146.2233123030,BASIC,,NONE,"From Jamieson take Jamieson Licola road for 6KM turn left into Grannies Flat Camp ground following Grannies Flat track for 1KM turning left onto the Gallows track, follow this down to the waters edge where you will come to the campsite. 
Please note: Th",,,MANSFIELD,Gallows,W,,Y,,,,,,Y,"The Gallows is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of the river t","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122686","122687","122688",2021/09/25,-37.2880991580,146.2233123030,,,2289826-20190702
REC SITES,2021/09/25,"120722",Wrens Flat,-37.3428292900,146.3725059680,BASIC,,NONE,"From Jamieson head north towards Jamieson Licola Road and follow Jamieson Licola Road for 29KM before turning left onto Mount Sunday Road for 13KM before reaching the campground.
Please note: This is an all weather four-wheel drive road.",,,MANSFIELD,Wrens Flat,W,,Y,,,,,,Y,"Wrens Flat is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of the river tu","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122692","122693","122694",2021/09/25,-37.3428292900,146.3725059680,,,2289829-20190404
REC SITES,2021/09/25,"120724",Mount Terrible Hut,-37.3947960460,146.1403216760,MID,,NONE,,,,ALEXANDRA,Mount Terrible Hut,WE,,Y,,,,,,Y,,"1",,,,"0",,,"0",Y,mt terrible hut,"2",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,"1",,"122698","122699","122700",2021/09/25,-37.3947960460,146.1403216760,,,2313838-20201021
REC SITES,2021/09/25,"121004",The Cricket Pitch,-36.5747183060,147.2085278290,BASIC,,NONE,,,,MITTA VALLEY,The Cricket Pitch,WCE,,Y,,,,,,Y,,"1",Y,,CAMPER TRAILER,"2",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122707","122708","122709",2021/09/25,-36.5747183060,147.2085278290,,,2313716-20190907
REC SITES,2021/09/25,"121010",Katie Peters Reserve,-36.4572402290,147.3158814260,HIGH,,NONE,,,,MITTA VALLEY,Katie Peters Reserve,WC,UY,Y,,,,,,Y,,"1",Y,,CAMPER TRAILER,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"122710","122711","122712",2021/09/25,-36.4572402290,147.3158814260,,,2313715-20201110
REC SITES,2021/09/25,"121019",Red Rooster,-36.1267316040,147.5537015550,BASIC,,NONE,,,,TALLANGATTA,Red Rooster,WC,,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122713","122714","122715",2021/09/25,-36.1267316040,147.5537015550,,,2313713-20190907
REC SITES,2021/09/25,"121024",The Walnuts,-36.6151567730,147.4260653510,BASIC,,NONE,,,,MITTA VALLEY,The Walnuts,WC,Y,Y,,,,,,Y,,"1",Y,,CAMPER TRAILER,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122716","122717","122718",2021/09/25,-36.6151567730,147.4260653510,,,2313717-20190907
REC SITES,2021/09/25,"121039",Lukes Creek,-37.4482666350,145.4914709550,BASIC,,NONE,,,,TOOLANGI MAIN RD,Lukes Creek,W,,Y,,,,,,Y,,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122719","122720","122721",2021/09/25,-37.4482666350,145.4914709550,,,2313840-20190909
REC SITES,2021/09/25,"121087",Upper Jamieson Four,-37.2601320700,146.4686341630,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Four,WU,,Y,,,,,,Y,,"1",,,,"0",,,"0",,,"0",Y,,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122565","122566","122567",2021/09/25,-37.2601320700,146.4686341630,,,2313794-20190908
REC SITES,2021/09/25,"121088",Upper Jamieson Three,-37.2596981660,146.4675419340,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Three,WCU,,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,"1",,,"122562","122563","122564",2021/09/25,-37.2596981660,146.4675419340,,,2313793-20190908
REC SITES,2021/09/25,"121089",Upper Jamieson Two,-37.2594163790,146.4653934110,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson Two,WCU,,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122559","122560","122561",2021/09/25,-37.2594163790,146.4653934110,,,2313792-20190908
REC SITES,2021/09/25,"121091",Upper Jamieson One,-37.2586798060,146.4631219970,BASIC,,NONE,,,,MANSFIELD,Upper Jamieson One,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122556","122557","122558",2021/09/25,-37.2586798060,146.4631219970,,,2313791-20191009
REC SITES,2021/09/25,"121107",Bullocky,-36.3516262750,147.9234295640,BASIC,,NONE,,,,CORRYONG,Bullocky,WC,Y,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"122171","122172","122173",2021/09/25,-36.3516262750,147.9234295640,,,2313714-20201106
REC SITES,2021/09/25,"70083",Mickeys Historic Site,-36.4266250000,143.5897790000,BASIC,,NONE,"Located just 2.5 km south-west of Wedderburn. Take the Nine Mile - Wedderburn Road west from Wedderburn. Turn right onto the 2wd road to your left into the forest after the bend. The site will be on your right
",,The surrounding forest is scattered with areas of Blue and Green mallee which are popular for eucalyptus oil production. This site was used for  of historic eucalyptus oil distillery site dating back to around 1902. Eucalyptus oil production has long bee,INGLEWOOD,Mickeys Historic Site,E,U,Y,,,,,,,,"0",,,,"0",,,"0",Y,"Eucalyptus oil production has long been a part of Wedderburns history, dating back to around
1902. Mickeys site is surrounded by blue and green Mallee eucalyptus and Box-Ironbark trees and
was once home to a eucalyptus distillery known as Mickeys. The","2",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Kingower State Forest is scattered with areas of Blue and Green mallee popular for eucalyptus oil production.This site was once a thriving eucalyptus oil distillery, wander around looking for evidence of the past whilst enjoying a picnic. Picnic tables a","1",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"122309","122310","122311",2021/09/25,-36.4266250000,143.5897790000,,,1883498-20200417
REC SITES,2021/09/25,"80006",Avondale Gardens,-36.2381884240,147.5255508700,MID,,NONE,"At Shelley, turn south off the Murray Valley Highway onto Avondale Road.  Travel approximately 12 km south and turn left onto Beetoomba Road. Travel approximately 1km along Beetoomba Road and turn left onto the Avondale Gardens access track.  Note: Avond",,,TALLANGATTA,Avondale Gardens,WCE,UY,Y,,,,,,Y,,"1",Y,,CAMPER TRAILER,"2",,,"0",Y,"Located 12 kilometres from Shelley and established after World War 2 as part of Avondale Homestead, the exotic gardens and handcrafted stonewalls are a reminder of a once thriving cattle station which once operated in the Upper Murray.","3",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"4",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,,,"1",,"122168","122169","122170",2021/09/25,-36.2381884240,147.5255508700,,,1218741-20201106
REC SITES,2021/09/25,"120000",Memorial Arboretum,-36.7265640000,146.9711260000,MID,,PARTIAL,"Located within the township of Bright, the main entrance is in Mountbatten Ave, with other entrances via Hawthorn Lane or Cherry Walk.",,"A park-like setting with views to the surrounding forests; incorporating various tree species, and memorials to local State government department forestry staff who died while engaged in forest fire related activities.",BRIGHT DEPOT,Memorial Arboretum,E,,Y,,,,,,,,"0",,,,"0",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",Y,,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,,,"122096","122097","122098",2021/09/25,-36.7265640000,146.9711260000,,,554062-20210212
REC SITES,2021/09/25,"120012",Buckland Valley Bridge,-36.7948460000,146.8483450000,MID,,NONE,"From Porepunkah, head south at the large round-about onto the sealed Buckland Valley Road for approximately 13 km.",,"A grassy clearing by the Buckland River next to the historic Buckland Bridge, surrounded by native forest.",BRIGHT DEPOT,Buckland Valley Bridge,,U,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Picnic tables and BBQs (BYO wood) in a peaceful setting beside the Buckland River. Do some fishing, or take a stroll and read about the goldrush in the Valley on the information shelter.","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122054","122055","122056",2021/09/25,-36.7948460000,146.8483450000,,,554063-20210216
REC SITES,2021/09/25,"120022",The Bend,-36.9639649980,146.9322565390,BASIC,,NONE,"From Porepunkah, head south at the large round-about onto the Buckland Valley Road for approximately 36 km, where the camping area is located on the left. The Buckland Valley Road is sealed for the first 13km to Buckland Bridge and then unsealed for the",,,BRIGHT DEPOT,The Bend,WC,Y,Y,,,,,,Y,,"1",Y,A number of small camping spots surrounded by native forest. Located on a bend of the Buckland River with small water holes. This site is suitable for camper trailers and small high clearance caravans.,CAMPER TRAILER,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122674","122675","122676",2021/09/25,-36.9639649980,146.9322565390,,,554064-20210217
REC SITES,2021/09/25,"30043",Mt No. 3 Refuge Hut,-37.0762820000,146.4169720000,BASIC,,NONE,"2WD - from Mansfield follow the Mt. Buller Rd to Mirimbah. Turn left onto Mt. Stirling Rd and follow to Telephone Box Junction. Continue Straight-ahead on Circuit Rd for 3kms, then turn left onto No.3 Rd, follow for 6kms. 4WD - from Mansfield follow the",,,MANSFIELD,Mt No. 3 Refuge Hut,W,Y,Y,,,,,,Y,"The original hut was built as a shelter for cross country skiing trips. Wildfire destroyed the hut during the summer of 2006-2007 resulting in this new hut being built in 2008 for the continued use as a refuge for skiers, hikers and horse riders. The si","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"30047",,,2021/09/25,-37.0762820000,146.4169720000,,,1320516-20201215
REC SITES,2021/09/25,"30118",Doctors Creek Reserve,-37.3322550000,146.1305570000,BASIC,,NONE,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point until Right turn turn into camp area at Doctors Creek Camping area sign.,,"Situated on the banks of the Goulburn River, offering relaxed outdoor setting to take in the outdoors. Popular with campers, fishermen and people just out to unwind. Gateway to the Upper Goulburn River and nearby Historical sites.",MANSFIELD,Doctors Creek Reserve,WCUP,Y,Y,,,,,,Y,"This site is very popular with campers and once you get here you'll be able to see why, large camping areas make it it suitable for caravans and campertrailers, tents and vehicle based camping alike.","1",Y,Good access for Caravans/Campers of all sizes. Can be busy at peak times in warmer months.,CAMPER TRAILER,"4",,,"0",,,"0",Y,"The Goulburn River is excellent for fishing, with the main species caught being the Rainbow and Brown Trout and Perch species. Take your luck at catching a fresh fish to cook up on the BBQ for dinner. Access to the Goulburn River is excellent for the abl","5",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in this area and you can see why once youre out on the water yourself.  You will be able to see water birds and wildlife as you paddle through the calm waters.,"6",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"121499","121500","121501",2021/09/25,-37.3322550000,146.1305570000,,,1603302-20201224
REC SITES,2021/09/25,"30123",Old School House,-36.8880320000,146.2354900000,BASIC,,PARTIAL,This site is located along the Tatong Tolmie Road.,,"This clearing, once the location of a school is now a small, but pleasant camping ground. Shady sites offer a good base for exploring the Toombullup forest.  Facilities such as tables, fire pits and toilet are provided.",BENALLA SYDNEY RD,Old School House,WCE,Y,Y,,,,,,Y,,"1",Y,,SMALL CARAVAN,"4",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"121598","121599","121600",2021/09/25,-36.8880320000,146.2354900000,,,1603310-20201216
REC SITES,2021/09/25,"30141",Timbertop Saddle Picnic Area,-37.1537830000,146.3041960000,BASIC,,NONE,"From Mansfield follow the Mt. Buller Rd to Merrijig. Turn right onto the Howqua Tk, follow for 6.5kms.",,,MANSFIELD,Timbertop Saddle Picnic Area,,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"This spot leads off to the beginning of the Mount Timbertop, Summit loop and Doughty's Road walking trails. It offers a spot to picnic before you take the journey to the summit of Mount Timbertop which offers expansive views over the surrounding alpine v","1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"121676","121677","121678",2021/09/25,-37.1537830000,146.3041960000,,,1606556-20200826
REC SITES,2021/09/25,"30147",Comet Flat Reserve,-37.5751582420,146.2650128060,BASIC,,NONE,From Woodspoint head South East from the town ship of Woodspoint.,,"Comet Flat is stretched out along a riverbank about 4 km south-east of Woods Point. A 4WD is recommended to access the camping area from that township  take the Johnson Hill Track. Swimming and fishing are the main activities here, and theres also bushwa",MANSFIELD,Comet Flat Reserve,WE,oY,Y,,,,,,Y,"This is a large camping area beside the Goulburn River, surrounding by tall Eucalypt species and native grasses. There is ample room fro large groups and you'll often see four wheel driving groups utilising this spot.","1",,,,"0",,,"0",Y,Spend you time exploring the historical town of Woodspoint and the surrounding historical mining areas.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,"1",,"121487","121488","121489",2021/09/25,-37.5751582420,146.2650128060,,,1603325-20210412
